Time,Pressure,PPGSignal,BL_W20_T2.5_D10_C2,BL_W40_T2.5_D10_C2,BL_W60_T2.5_D10_C2,BL_W80_T2.5_D10_C2
36287,150.02,-94,0,0,0,0
36336,149.58,-90,0,0,0,0
36385,149.16,-87,0,0,0,0
36434,148.69,-87,0,0,0,0
36483,148.47,-85,0,0,0,0
36532,147.87,-79,0,0,0,0
36581,147.54,-70,0,0,0,0
36630,147.18,-53,0,0,0,0
36679,146.76,-34,0,0,0,0
36728,146.42,-33,0,0,0,0
36777,146.03,-43,0,0,0,0
36826,145.61,-55,0,0,0,0
36875,145.32,-71,0,0,0,0
36924,145.47,-79,0,0,0,0
36973,145.01,-81,0,0,0,0
37022,144.37,-82,0,0,0,0
37071,143.91,-84,0,0,0,0
37120,143.65,-86,0,0,0,0
37169,143.22,-87,0,0,0,0
37218,142.79,-86,0,0,0,0
37267,142.47,-83,0,0,0,0
37316,142.05,-84,0,0,0,0
37365,141.61,-87,0,0,0,0
37414,141.38,-86,0,0,0,0
37463,140.94,-78,0,0,0,0
37512,140.52,-72,0,0,0,0
37561,140.25,-72,0,0,0,0
37610,139.77,-75,0,0,0,0
37659,139.39,-79,0,0,0,0
37708,139.04,-85,0,0,0,0
37757,138.72,-91,0,0,0,0
37806,138.39,-95,0,0,0,0
37855,138.25,-95,0,0,0,0
37904,138.19,-90,0,0,0,0
37953,137.67,-82,0,0,0,0
38002,137.08,-75,0,0,0,0
38051,136.73,-74,0,0,0,0
38100,136.39,-80,0,0,0,0
38149,136.07,-82,0,0,0,0
38198,135.71,-75,0,0,0,0
38247,135.41,-65,0,0,0,0
38296,135.00,-59,0,0,0,0
38345,134.64,-57,0,0,0,0
38394,134.34,-59,0,0,0,0
38443,133.87,-62,0,0,0,0
38492,133.56,-67,0,0,0,0
38541,133.21,-74,0,0,0,0
38590,132.89,-78,0,0,0,0
38639,132.56,-74,0,0,0,0
38688,132.11,-70,0,0,0,0
38737,131.94,-70,0,0,0,0
38786,131.58,-70,0,0,0,0
38835,131.70,-63,0,0,0,0
38884,131.49,-59,0,0,0,0
38933,130.83,-65,0,0,0,0
38982,130.37,-76,0,0,0,0
39031,130.13,-83,0,0,0,0
39080,129.78,-86,0,0,0,0
39129,129.54,-90,0,0,0,0
39178,129.11,-92,0,0,0,0
39227,128.75,-92,0,0,0,0
39276,128.32,-90,0,0,0,0
39325,128.06,-87,0,0,0,0
39374,127.62,-83,0,0,0,0
39423,127.30,-82,0,0,0,0
39472,126.92,-85,0,0,0,0
39521,126.71,-88,0,0,0,0
39570,126.36,-87,0,0,0,0
39619,126.00,-82,0,0,0,0
39668,125.71,-75,0,0,0,0
39717,125.81,-68,0,0,0,0
39766,125.90,-67,0,0,0,0
39815,125.24,-70,0,0,0,0
39864,124.65,-70,0,0,0,0
39913,124.42,-65,0,0,0,0
39962,124.13,-68,0,0,0,0
40011,123.99,-76,0,0,0,0
40060,123.66,-76,0,0,0,0
40109,123.07,-71,0,0,0,0
40158,122.71,-71,0,0,0,0
40207,122.35,-74,0,0,0,0
40256,121.97,-75,0,0,0,0
40305,121.67,-76,0,0,0,0
40354,121.39,-75,0,0,0,0
40403,121.16,-74,0,0,0,0
40452,120.96,-73,0,0,0,0
40501,120.58,-71,0,0,0,0
40550,120.10,-66,0,0,0,0
40599,119.76,-66,0,0,0,0
40648,119.70,-74,0,0,0,0
40697,120.20,-84,0,0,0,0
40746,119.86,-86,0,0,0,0
40795,119.17,-80,0,0,0,0
40844,118.72,-70,0,0,0,0
40893,118.44,-62,0,0,0,0
40942,118.00,-61,0,0,0,0
40991,117.81,-64,0,0,0,0
41040,117.53,-71,0,0,0,0
41089,117.12,-76,0,0,0,0
41138,116.77,-80,0,0,0,0
41187,116.40,-81,0,0,0,0
41236,116.13,-76,0,0,0,0
41285,115.92,-72,0,0,0,0
41334,115.65,-74,0,0,0,0
41383,115.33,-79,0,0,0,0
41432,114.96,-87,0,0,0,0
41481,114.77,-91,0,0,0,0
41530,114.49,-84,0,0,0,0
41579,114.23,-66,0,0,0,0
41628,114.52,-56,0,0,0,0
41677,114.72,-62,0,0,0,0
41726,114.12,-78,0,0,0,0
41775,113.58,-89,0,0,0,0
41824,113.27,-92,0,0,0,0
41873,112.94,-88,0,0,0,0
41922,112.79,-79,0,0,0,0
41971,112.57,-73,0,0,0,0
42020,112.07,-76,0,0,0,0
42069,111.71,-81,0,0,0,0
42118,111.42,-83,0,0,0,0
42167,111.11,-80,0,0,0,0
42216,110.88,-76,0,0,0,0
42265,110.68,-76,0,0,0,0
42314,110.29,-77,0,0,0,0
42363,109.96,-76,0,0,0,0
42412,109.71,-71,0,0,0,0
42461,109.41,-70,0,0,0,0
42510,109.80,-74,0,0,0,0
42559,110.03,-81,0,0,0,0
42608,109.61,-87,0,0,0,0
42657,109.21,-85,0,0,0,0
42706,109.19,-82,0,0,0,0
42755,108.72,-85,0,0,0,0
42804,108.41,-90,0,0,0,0
42853,108.10,-92,0,0,0,0
42902,107.78,-86,0,0,0,0
42951,107.20,-75,0,0,0,0
43000,106.93,-65,0,0,0,0
43049,106.67,-58,0,0,0,0
43098,106.40,-55,0,0,0,0
43147,106.09,-58,0,0,0,0
43196,105.83,-70,0,0,0,0
43245,105.59,-83,0,0,0,0
43294,105.25,-85,0,0,0,0
43343,104.92,-78,0,0,0,0
43392,104.73,-65,0,0,0,0
43441,104.90,-50,0,0,0,0
43490,105.36,-45,0,0,0,0
43539,105.33,-53,0,0,0,0
43588,104.97,-62,0,0,0,0
43637,104.84,-68,0,0,0,0
43686,104.57,-68,0,0,0,0
43735,104.35,-57,0,0,0,0
43784,104.09,-50,0,0,0,0
43833,103.82,-60,0,0,0,0
43882,103.18,-75,0,0,0,0
43931,102.78,-79,0,0,0,0
43980,102.46,-70,0,0,0,0
44029,102.10,-64,0,0,0,0
44078,101.85,-70,0,0,0,0
44127,101.62,-82,0,0,0,0
44176,101.25,-92,0,0,0,0
44225,101.01,-107,0,0,0,0
44274,100.63,-122,0,0,0,0
44323,100.46,-122,0,0,0,0
44372,100.19,-113,0,0,0,0
44421,100.73,-107,0,0,0,0
44470,101.12,-106,0,0,0,0
44519,101.12,-97,0,0,0,0
44568,100.79,-80,0,0,0,0
44617,100.39,-61,0,0,0,0
44666,99.98,-48,0,0,0,0
44715,99.74,-52,0,0,0,0
44764,99.55,-66,0,0,0,0
44813,99.32,-81,0,0,0,0
44862,98.86,-91,0,0,0,0
44911,98.43,-93,0,0,0,0
44960,98.00,-85,0,0,0,0
45009,97.72,-74,0,0,0,0
45058,97.49,-66,0,0,0,0
45107,97.29,-64,0,0,0,0
45156,96.93,-66,0,0,0,0
45205,96.63,-73,0,0,0,0
45254,96.38,-83,0,0,0,0
45303,96.89,-93,0,0,0,0
45352,97.18,-98,0,0,0,0
45401,97.37,-93,0,0,0,0
45450,96.83,-73,0,0,0,0
45499,96.53,-46,0,0,0,0
45548,96.14,-33,0,0,0,0
45597,95.76,-41,0,0,0,0
45646,95.74,-56,0,0,0,0
45695,95.43,-68,0,0,0,0
45744,95.08,-79,0,0,0,0
45793,94.58,-85,0,0,0,0
45842,94.18,-82,0,0,0,0
45891,93.94,-76,0,0,0,0
45940,93.72,-76,0,0,0,0
45989,93.56,-83,0,0,0,0
46038,93.22,-88,0,0,0,0
46087,93.02,-86,0,0,0,0
46136,92.70,-84,0,0,0,0
46185,92.53,-85,0,0,0,0
46234,93.43,-83,0,0,0,0
46283,93.71,-78,0,0,0,0
46332,93.38,-77,0,0,0,0
46381,93.04,-68,0,0,0,0
46430,92.73,-43,0,0,0,0
46479,92.37,-22,0,0,0,0
46528,92.19,-24,0,0,0,0
46577,92.10,-40,0,0,0,0
46626,91.79,-55,0,0,0,0
46675,91.34,-64,0,0,0,0
46724,90.92,-69,0,0,0,0
46773,90.61,-79,0,0,0,0
46822,90.31,-94,0,0,0,0
46871,89.99,-106,0,0,0,0
46920,89.92,-109,0,0,0,0
46969,89.62,-109,0,0,0,0
47018,89.30,-108,0,0,0,0
47067,89.11,-104,0,0,0,0
47116,88.81,-99,0,0,0,0
47165,89.14,-98,0,0,0,0
47214,89.85,-96,0,0,0,0
47263,89.84,-88,0,0,0,0
47312,89.45,-69,0,0,0,0
47361,89.09,-38,0,0,0,0
47410,88.88,-17,0,0,0,0
47459,88.64,-24,0,0,0,0
47508,88.47,-51,0,0,0,0
47557,88.35,-80,0,0,0,0
47606,88.06,-96,0,0,0,0
47655,87.68,-96,0,0,0,0
47704,87.23,-90,0,0,0,0
47753,86.95,-90,0,0,0,0
47802,86.67,-95,0,0,0,0
47851,86.61,-103,0,0,0,0
47900,86.28,-108,0,0,0,0
47949,86.11,-106,0,0,0,0
47998,85.80,-98,0,0,0,0
48047,85.68,-85,0,0,0,0
48096,86.40,-71,0,0,0,0
48145,86.56,-68,0,0,0,0
48194,86.20,-65,0,0,0,0
48243,85.81,-44,0,0,0,0
48292,85.46,-20,0,0,0,0
48341,85.33,-24,0,0,0,0
48390,85.24,-54,0,0,0,0
48439,85.10,-82,0,0,0,0
48488,84.86,-91,0,0,0,0
48537,84.31,-89,0,0,0,0
48586,83.98,-87,0,0,0,0
48635,83.67,-89,0,0,0,0
48684,83.49,-93,0,0,0,0
48733,83.34,-97,0,0,0,0
48782,83.14,-101,0,0,0,0
48831,82.96,-104,0,0,0,0
48880,82.60,-102,0,0,0,0
48929,82.40,-95,0,0,0,0
48978,83.21,-87,0,0,0,0
49027,83.48,-80,0,0,0,0
49076,83.19,-65,0,0,0,0
49125,82.89,-32,0,0,0,0
49174,82.60,-3,0,0,0,0
49223,82.39,-7,0,0,0,0
49272,82.33,-39,0,0,0,0
49321,82.16,-74,0,0,0,0
49370,81.86,-94,0,0,0,0
49419,81.58,-95,0,0,0,0
49468,81.18,-91,0,0,0,0
49517,80.90,-91,0,0,0,0
49566,80.69,-98,0,0,0,0
49615,80.51,-108,0,0,0,0
49664,80.37,-115,0,0,0,0
49713,80.12,-114,0,0,0,0
49762,79.96,-106,0,0,0,0
